W-Vohwinkel Schwebebahn;133
Bruch;104
Hammerstein;110
Sonnborner Straße;131
Zoo/Stadion;141
Varresbecker Straße;132
Westende;137
Pestalozzistraße;126
Robert-Daum-Platz;127
Ohligsmühle/Stadthalle;124
Hauptbahnhof;112
Kluse;116
Landgericht;117
Völklinger Straße;134
Loher Brücke;120
Adlerbrücke;101
Alter Markt;102
Werther Brücke;136
Wupperfeld;140
Oberbarmen Bf;123
