Wuppertal Oberbarmen Bf;123
Wupperfeld;140
Werther Brücke;136
Alter Markt;102
Adlerbrücke;101
Loher Brücke;120
Völklinger Straße;134
Landgericht;117
Kluse;116
Hauptbahnhof;112
Ohligsmühle/Stadthalle;124
Robert-Daum-Platz;127
Pestalozzistraße;126
Westende;137
Varresbecker Straße;132
Zoo/Stadion;141
Sonnborner Straße;131
Hammerstein;110
Bruch;104
Vohwinkel Schwebebahn;133
