W-tal Oberbarmen Bf;123
Wichlinghauser Straße;139
Handelstraße;111
Görlitzer Platz;109
Oststraße;125
Wichlinghausen Markt;138
Germanenstraße;108
Klingelholl;115
Hugostraße;114
Bürgerallee;105
Leimbach;118
Schützenstraße/WSW;130
Schönebecker Straße;129
Heusnerstraße;113
Rudolfstraße;128
Loher Bahnhof;119
Clausen;106
Ewaldstraße;107
Am Engelnberg;103
Neuenteich;122
Morianstraße;121
Hauptbahnhof;112
