Wuppertal Hbf;112
Wall/Museum;135
Neuenteich;122
Am Engelnberg;103
Ewaldstraße;107
Clausen;106
Loher Bahnhof;119
Rudolfstraße;128
Heusnerstraße;113
Schönebecker Straße;129
Schützenstraße/WSW;130
Leimbach;118
Bürgerallee;105
Hugostraße;114
Klingelholl;115
Germanenstraße;108
Wichlinghausen Markt;138
Oststraße;125
Görlitzer Platz;109
Handelstraße;111
Wichlinghauser Straße;139
Oberbarmen Bf;123
